HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.premise,Input.hypothesis,Input.cid,Input.hid,Answer.correct,Answer.incorrect,Answer.maybe,Answer.problems,Approve,Reject
3KI0JD2ZU2KZYWQ2J9JFF0YU39167F,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:31 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:31 PDT 2020,,,33M4IA01QH3PLES7JCVC8EYZXK7RX1,AKSJ3C5O3V9RB,Approved,Fri Apr 17 08:59:52 PDT 2020,Fri Apr 17 13:57:03 PDT 2020,Sat Apr 18 13:57:03 PDT 2020,Sat Apr 18 13:57:44 PDT 2020,,,17831,100% (700/700),100% (31/31),100% (25/25),"Continued low inflation ""means opportunities for home buyers, for young families who are taking advantage of ... historically low interest rates, and it also means that for retired people the prices are not moving against them, not eating up their savings,"" he said.","That means expenses for meals and hotel rooms, he said.",CNA_ENG_19980430.0023_2_0,NYT_ENG_20071219.0260_12_2,Low inflation means low prices on most everything.,High inflation is a harbinger of economic freedom and will be a boon to first-time homebuyers.,Low inflation reduces the stress brought on about by mountainous student debt.,{},,
3KTCJ4SCVH3NCDWSH99N3M43QNFM17,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:30 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:30 PDT 2020,,,3FTYUGLFSVNMILPSV5HXB6QBPKM5DF,A3D2GO0IFRFN6R,Approved,Fri Apr 17 09:54:19 PDT 2020,Fri Apr 17 14:22:58 PDT 2020,Sat Apr 18 14:22:58 PDT 2020,Sat Apr 18 14:23:44 PDT 2020,,,16119,100% (5/5),100% (5/5),100% (5/5),"The Local Agency Formation Commission voted 6-2 to place a Hollywood city proposal on the Nov. 5 ballot, despite complaints from at least a dozen Hollywood neighborhoods that wanted to be excluded and charges by Los Angeles officials that the plan is illegal.",Page has extended that role to be a Skid Row advocate at public meetings ranging from a hearing on the Metropolitan Transportation Authority's plan for a downtown rail extension to a Los Angeles school board session on educating homeless kids.,NYT_ENG_20020605.0473_1_0,APW_ENG_20091130.0291_19_0,Many Hollywood neighborhoods wanted to be excluded from the new city proposal.,The commission voted against the Hollywood city proposal.,Many Hollywood neighborhoods wanted to be included in the new city proposal.,{},,
3KTCJ4SCVH3NCDWSH99N3M43QNG1MN,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:34 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:34 PDT 2020,,,3KIBXJ1WD6WG411KS1ZJOPLSQPEKO4,A1SX8IVV82M0LW,Approved,Fri Apr 17 11:31:02 PDT 2020,Fri Apr 17 11:54:24 PDT 2020,Sat Apr 18 11:54:24 PDT 2020,Sat Apr 18 11:54:44 PDT 2020,,,1402,100% (1369/1369),100% (130/130),100% (130/130),"All of which helps explain why the February Gallup poll shows that Americans are less likely to support a Mormon for president than they were in the late 1960s -- even though they are now much more likely to vote for a female, black or Jewish candidate.",Many polls reveal that Americans are ready for a change -- but they also contain troubling data for Kerry.,LTW_ENG_20070920.0065_9_0,AFP_ENG_20041015.0216_11_0,The February Gallup poll led to the conclusion that Americans are less likely to support a Mormon President today.,The Gallup poll shows that Americans have become more racist.,The Gallup poll shows that Americans are less religiously tolerant than before.,{},,
3KTZHH2ONJH5NDGDGUI2IWRB4TM8ME,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:35 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:35 PDT 2020,,,3Z7ISHFUH1X884DQLLDXEIJ5FSHZ8U,A1SX8IVV82M0LW,Approved,Fri Apr 17 10:11:35 PDT 2020,Fri Apr 17 10:32:22 PDT 2020,Sat Apr 18 10:32:22 PDT 2020,Sat Apr 18 10:32:44 PDT 2020,,,1247,100% (1369/1369),100% (130/130),100% (130/130),No final decision has yet been made.,No final decision has been made.,APW_ENG_19961109.0045_4_4,APW_ENG_20070831.0347_26_1,There hasn't been a final decision made.,A final decision has been made.,People are delaying the final decision.,{},,
3KVQ0UJWPYNI57RPMYHMFAJB05YW5Q,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:23 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:23 PDT 2020,,,3PMBY0YE285VEGLQYZZ33GDVQJXC9N,A1SX8IVV82M0LW,Approved,Sat Apr 18 00:02:13 PDT 2020,Sat Apr 18 00:27:01 PDT 2020,Sun Apr 19 00:27:01 PDT 2020,Sun Apr 19 00:27:44 PDT 2020,,,1488,100% (1369/1369),100% (130/130),100% (130/130),"The United States will grant Malawi a total of 23 million US dollars in 2004 to help boost agriculture, fight HIV/AIDS, fund civic education on rule of law and improve education, according to four bilateral agreements signed here Monday.","To improve things, the United States issued a $43 million contract in April 2003 to Abt Associates Inc., a Massachusetts-based consulting firm, to modernize the Iraqi Health Ministry.",XIN_ENG_20030728.0260_0_0,LTW_ENG_20051029.0036_15_0,The United States is giving Malawi money to help with its agriculture.,Malawi is giving The United States money.,The United States got its funding from other countries.,{},,
3KVQ0UJWPYNI57RPMYHMFAJB05Z5W0,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:24 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:24 PDT 2020,,,3MD9PLUKKJGTBB0URN2GWF904P4ZNA,A1E77HZO63E334,Approved,Fri Apr 17 13:56:58 PDT 2020,Fri Apr 17 15:00:21 PDT 2020,Sat Apr 18 15:00:21 PDT 2020,Sat Apr 18 15:00:44 PDT 2020,,,3803,100% (61/61),100% (61/61),100% (61/61),"""Even if we suppose that Hamas accepts forming such kind of a government, I don't think Israel would immediately reopen the crossings, resume the peace process and accept the two-state solution,"" said Adnan Assar, a Palestinian political analyst.","``I don't know how many times the peace process has to be killed,'' said Mustafa Barghouti, a Palestinian political analyst.",XIN_ENG_20090425.0017_16_0,LTW_ENG_20040503.0105_17_0,Assar does not believe Israel will reopen border crossings under a two state solution.,Israel and Hamas have a troubled relationship.,Hamas controls Palestine.,{},,
3L7SUC0TTVWN5OBALQ5NPHLTLV9M04,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:30 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:30 PDT 2020,,,31UV0MXWNRE3QW5ENJI8236OHRCI5G,A1E77HZO63E334,Approved,Fri Apr 17 15:04:13 PDT 2020,Fri Apr 17 15:45:06 PDT 2020,Sat Apr 18 15:45:06 PDT 2020,Sat Apr 18 15:45:44 PDT 2020,,,2453,100% (61/61),100% (61/61),100% (61/61),"Under the Sharm el Sheikh peace deal signed in Egypt last September, the two sides have to reach a framework on final-status talks by February 13 and a final peace agreement by September this years.","Under the Sharm el Sheikh memorandum signed last September between Israel and the Palestinians, the two sides should work out a framework agreement by February 13 and complete a final peace accord by September.",XIN_ENG_20000131.0013_7_0,XIN_ENG_20000213.0038_2_0,The Sharm el Sheikh agreement states that a final peace agreement must be in place by September.,The peace deal was signed in Tokyo.,The peace deal was signed in Cairo.,{},,
3L7SUC0TTVWN5OBALQ5NPHLTLVA0MJ,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:21 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:21 PDT 2020,,,3DY4FPOOA2QXHPNCJXUUKT1EH9ZVR2,AYJGQBBK6KXZ7,Approved,Fri Apr 17 09:16:37 PDT 2020,Fri Apr 17 13:00:59 PDT 2020,Sat Apr 18 13:00:59 PDT 2020,Sat Apr 18 13:01:44 PDT 2020,,,13462,100% (50/50),100% (50/50),100% (50/50),"In its editorial on Thursday, the paper said even if Beijing wanted to rescue GITIC, whose debts totaled over US$4.5 billion, it would have been fiscally ""dangerous and perhaps impossible.""","Beijing says gloss over its wartime  atrocities, authorities have moved to prevent them happening again.",CNA_ENG_19990114.0010_1_0,AFP_ENG_20050426.0074_9_1,"According to the newspaper, it was not safe or possible for Beijing to bail out GITIC due to their debt totaling over 4.5 billion US dollars.",It is in everyone's best interests for Beijing to rescue GITIC with their $4.5 billion debt.,"Because GITIC made a bunch of bad investments, papers are reporting that it isn't possible for Beijing to bail them out of their debt.",{},,
3LAZVA75NJTI11Z0DTOE093DDT8O25,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:23 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:23 PDT 2020,,,3QFUFYSY9ZH1KMZO86TDUENI14F4FY,A3EUGO4VR2N4G1,Approved,Fri Apr 17 20:23:14 PDT 2020,Fri Apr 17 22:49:22 PDT 2020,Sat Apr 18 22:49:22 PDT 2020,Sat Apr 18 22:49:44 PDT 2020,,,8768,100% (97/97),100% (97/97),100% (46/46),"This week, South Korea also agreed to send nuclear technicians to survey a site in North Korea where the United States and South Korea will build two modern nuclear reactors in return for freezing the North's existing facilities suspected of being used to build atomic bombs.","This week, South Korea also agreed to send technicians to North Korea next month to survey a site where the United States and South Korea will build two modern nuclear reactors.",APW_ENG_19970221.0349_13_0,APW_ENG_19970221.0496_19_0,South Korea and the United States believed that North Korea was using nuclear facilities to build atomic bombs.,The United States and South Korea have never suspected North Korea of building nuclear weapons.,South Korea and the United States also agreed to lift the trade bans against North Korea.,{},,
3LB1BGHFL3YOFEXF2VH83NA5RGKTYD,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:34 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:34 PDT 2020,,,3N2BF7Y2VRW128F090H9JTGV37PMHF,A3AK3UL0UCNVKE,Approved,Fri Apr 17 09:59:01 PDT 2020,Fri Apr 17 10:08:19 PDT 2020,Sat Apr 18 10:08:19 PDT 2020,Sat Apr 18 10:08:44 PDT 2020,,,558,100% (2/2),100% (1/1),100% (1/1),Mondale declined to comment on the report in the local press but said he expects Kubo to meet Barshefsky during the finance minister's upcoming trip to Washington.,Barrie said during recent trip to Washington.,APW_ENG_19960925.0004_14_0,LTW_ENG_19980211.0018_9_1,Mondale expects Kubo to meet Barshefsky.,Mondale speculated heavily to the press about the upcoming meeting between Kubo and Barshefsky.,Mondale declined to comment on the report in the local press because he was uncomfortable with the contents.,{},,
3LB1BGHFL3YOFEXF2VH83NA5RGKYTI,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:25 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:25 PDT 2020,,,32SVAV9L3GBL6ZZCXC2268KLQN7A35,AKSJ3C5O3V9RB,Approved,Fri Apr 17 14:06:22 PDT 2020,Fri Apr 17 18:34:36 PDT 2020,Sat Apr 18 18:34:36 PDT 2020,Sat Apr 18 18:34:44 PDT 2020,,,16094,100% (700/700),100% (31/31),100% (25/25),"""It just shows that a lot of things can change in 12 months, but there is also a lesson there in that we were not tipped to win at Twickenham, but we did and it sparked our season,"" the former Wasps and Ireland coach added.","""I am really proud of the performance in terms of the character we showed, and I think you will see a really positive reaction,"" said the former Ireland and Wasps coach.",AFP_ENG_20090212.0481_14_0,AFP_ENG_20100208.0647_17_0,The Wasps were not expecting a victory at Twickenham.,The Wasps were expecting a massive victory at Twickenham so the Wasps and especially their coach were horrified at their staggering defeat.,Their victory at Twickenham marked the start of a multi-year winning streak for the Wasps.,{},,
3LG268AV398DTU3WY50JW5H7LJIREJ,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:31 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:31 PDT 2020,,,39GHHAVOMGTHPOLKRWKY9CFAU8RJ45,A1SX8IVV82M0LW,Approved,Fri Apr 17 10:02:39 PDT 2020,Fri Apr 17 10:25:48 PDT 2020,Sat Apr 18 10:25:48 PDT 2020,Sat Apr 18 10:26:44 PDT 2020,,,1389,100% (1369/1369),100% (130/130),100% (130/130),"A Danish official in charge of administering Iraq's southern Basra region will be replaced with immediate effect by a British diplomat, the government said Monday.","A Danish official in charge of administering Iraq's southern Basra region will be replaced immediately by a British diplomat, the government said Monday.",APW_ENG_20030728.0407_0_0,APW_ENG_20030728.0614_0_0,A Danish official is getting replaced in the Basra region.,A British official is getting replaced in the Basra region.,A Danish Official is getting fired from his Basra region outpost.,{},,
3LN3BXKGC1XGL4G93U0DJ7A0QECWG8,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:25 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:25 PDT 2020,,,3570Y55XZQLNWT938XN2SOR1XHQYGI,A2LZ0TBYJ91GYQ,Approved,Fri Apr 17 08:59:56 PDT 2020,Fri Apr 17 12:54:55 PDT 2020,Sat Apr 18 12:54:55 PDT 2020,Sat Apr 18 12:55:44 PDT 2020,,,14099,100% (1/1),100% (1/1),100% (1/1),"""I haven't hit shots that meant anything in a long, long time.""","""I think that will last a long, long time.""",NYT_ENG_20050429.0136_3_1,APW_ENG_20060127.0316_9_1,"For the shots that meant anything, it's been a long time since I hit one.",I have been hitting shot after shot lately.,"Although I haven't hit shots that meant anything in a long time, I have made several baskets.",{},,
3LN50BUKPWD6NNX92ZJY457CTYVLP8,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:23 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:23 PDT 2020,,,3DZQRBDBSMHP6VL6ECOTR8ERCR73SJ,A1SX8IVV82M0LW,Approved,Fri Apr 17 09:59:01 PDT 2020,Fri Apr 17 10:20:08 PDT 2020,Sat Apr 18 10:20:08 PDT 2020,Sat Apr 18 10:20:44 PDT 2020,,,1267,100% (1369/1369),100% (130/130),100% (130/130),"``The current government investigations all stem from the market power that Microsoft acquired during these practices,'' said Gary Reback, a lawyer with Wilson, Sonsini, Goodrich &AMP Rosati in Palo Alto, who was instrumental in organizing the legal effort of Microsoft's competitors.","``We're extremely pleased with our growth in earnings,'' said Lewis Platt, chairman of the Palo Alto, California-based computer maker.",NYT_ENG_19950821.0581_16_0,NYT_ENG_19950816.0220_3_0,Gary Reback is a lawyer that resides in Palo Alto.,Palo Alto is where Microsoft is headquartered.,Gary Reback is the most influential Microsoft legal advocate.,{},,
3LXX8KJXPXBT1LKZY23TAWBRJZIO9X,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:25 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:25 PDT 2020,,,3EO896NRAXX1690A6XL6HKR2A7PJTI,AKSJ3C5O3V9RB,Approved,Fri Apr 17 14:18:13 PDT 2020,Fri Apr 17 19:15:28 PDT 2020,Sat Apr 18 19:15:28 PDT 2020,Sat Apr 18 19:15:44 PDT 2020,,,17835,100% (700/700),100% (31/31),100% (25/25),"Perhaps we didn't know the whole story, but it seemed like such a waste of a promising relationship, and such a high bar to have to maintain -- to remain physically passionate for years and years.","A small terrestrial planet made of rock would be a more likely abode of life, but it could be years before we are able to detect such planets.",NYT_ENG_20090712.0023_17_0,XIN_ENG_20030103.0258_3_0,"However, in life, it is not that uncommon to have to sacrifice one passion for another kind of passion.",They embraced their passion professional and personally and saw no reason for having to give up their burgeoning relationship.,"Years later, rumors swirled that they both regretted truncating their budding relationship.",{},,
3M47JKRKCY33YAVLTEBLT0UPET7682,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:32 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:32 PDT 2020,,,39GHHAVOMGTHPOLKRWKY9CFAU9PJ45,AYJGQBBK6KXZ7,Approved,Fri Apr 17 13:05:21 PDT 2020,Fri Apr 17 14:36:55 PDT 2020,Sat Apr 18 14:36:55 PDT 2020,Sat Apr 18 14:37:44 PDT 2020,,,5494,100% (50/50),100% (50/50),100% (50/50),"He said that as a figure who has dedicated himself to politics, his task is to care about the people, and not about his own interests.",He said the accounts would enable anyone ``to tailor his or her own health care to his or her own needs.'',CNA_ENG_20031018.0015_13_0,NYT_ENG_19960607.0701_19_2,"As a dedicated politician, he believes in serving the people despite his own interets.","He idolizes dictators around the world and cares only about power, not the people.","As a dedicated follower of Theodore Roosevelt, he believes that politicians should strive to serve the people, not their own egos.",{},,
3M4KL7H8KWPLNAB0UT26EQ7H0N116D,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:30 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:30 PDT 2020,,,384PI804XT3TP3M9VP6APAGK9G10S1,A3EUGO4VR2N4G1,Approved,Fri Apr 17 15:37:06 PDT 2020,Fri Apr 17 19:12:14 PDT 2020,Sat Apr 18 19:12:14 PDT 2020,Sat Apr 18 19:12:44 PDT 2020,,,12908,100% (97/97),100% (97/97),100% (46/46),"We had just crashed our way through a series of ferocious white-water rapids, nearly flipping out of our rubber raft and feeling as if we were going through a carwash with the windows down, when suddenly, the trip was complete.","We followed the charts more easily now, picking our way between the islands like a running back weaving through the defense.",LTW_ENG_20070725.0059_1_0,NYT_ENG_20101031.0020_27_0,The crew successfully navigated the rapids on the river and arrived at their destination.,The raft capsized throwing the crew into the freezing water.,The water was higher and faster than they expected.,{},,
3M4KL7H8KWPLNAB0UT26EQ7H0N161I,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:30 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:30 PDT 2020,,,3NPI0JQDAP7XSK381AQQEGDEJ6VTPS,A1SX8IVV82M0LW,Approved,Fri Apr 17 08:59:34 PDT 2020,Fri Apr 17 09:20:16 PDT 2020,Sat Apr 18 09:20:16 PDT 2020,Sat Apr 18 09:20:44 PDT 2020,,,1242,100% (1369/1369),100% (130/130),100% (130/130),Pakistani Foreign Minister Khurshid Mehmud Kasuri Monday informed the National Assembly that Pakistan government is making efforts for the release of its citizens in foreign jails and would seek consular access through its embassies to the detained Pakistanis irrespective of the charges against them.,"Pakistani Foreign Minister Khurshid Mahmood Kasuri on Tuesday said relations between his country and Afghanistan would be further improved as Pakistan is fully participating in the re-construction of its neighbor, the Associated Press of Pakistan reported.",XIN_ENG_20030825.0257_0_0,XIN_ENG_20030826.0378_0_0,The Pakistani government is making efforts to release its citizens who are imprisoned in foreign jails.,The Pakistani government wants to do nothing about its citizens being stuck in foreign jails.,The Pakistani Foreign Minister has authority over the National Assembly.,{},,
3M7OI89LVZQ5ADLYAQRQVMQ84KS6C8,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:33 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:33 PDT 2020,,,345LHZDEDYU5L8DA3HJT69WFXPE3UN,A1E77HZO63E334,Approved,Fri Apr 17 11:16:46 PDT 2020,Fri Apr 17 11:19:34 PDT 2020,Sat Apr 18 11:19:34 PDT 2020,Sat Apr 18 11:19:44 PDT 2020,,,168,100% (61/61),100% (61/61),100% (61/61),"``If you're unfortunate enough to get caught with your pants down, you just fix the problem and keep quiet about it,'' said Joshua Greer, president of Digital Planet, the Los Angeles firm that designed MGM-UA's ``Hackers'' site.","``If you target young, you're going to get younger viewers and keep your older ones,'' said Jon Nesvig, Fox Broadcasting's advertising president.",LTW_ENG_19951124.0089_18_0,LTW_ENG_20050510.0073_8_0,Joshua Greer is president of Digital Planet.,"Sony designed the ""Hackers"" site.",MGM has been hacked.,{},,
3MA5N0ATTDDLNQCSTLLSHZ2TXVTWKB,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:26 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:26 PDT 2020,,,3018Q3ZVOJSDP1KE823YO6N1W0PAR9,A1E77HZO63E334,Approved,Fri Apr 17 10:20:22 PDT 2020,Fri Apr 17 10:29:23 PDT 2020,Sat Apr 18 10:29:23 PDT 2020,Sat Apr 18 10:29:44 PDT 2020,,,541,100% (61/61),100% (61/61),100% (61/61),"The protests that for nearly two weeks have rocked Myanmar's two main cities, Yangon and Mandalay, were reduced to knots of youths shouting insults at thousands of armed police and soldiers who have been deployed on the streets to smother the campaign, according to Internet reports from Myanmar activists and exile groups in neighboring Thailand.",Members of the two government-sponsored groups are widely believed to be the civilians responsible for the violent swoops on protesters in Yangon.,LTW_ENG_20070930.0019_1_0,APW_ENG_20070829.0968_15_0,There is a protest in Yangon.,The police and youth are friendly in Yangon.,The police shot protestors.,{},,
3MD8CKRQZ0PL4APOC6BATLUZQRERJ4,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:32 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:32 PDT 2020,,,3P529IW9KZNXIU69EYSUGVPTNNOFLA,A002160837SWJFPIAI7L7,Approved,Fri Apr 17 10:02:49 PDT 2020,Fri Apr 17 10:12:43 PDT 2020,Sat Apr 18 10:12:43 PDT 2020,Sat Apr 18 10:12:45 PDT 2020,,,594,100% (3/3),100% (1/1),100% (1/1),"In their discussions of the government's anti-drug bill, legislators here have had to come to terms with a series of death threats against them and their families allegedly issued by Cali drug cartel bosses.","In their discussions of the government's anti-drugs bill, legislators here have had to come to terms with a series of death threats against them and their families allegedly issued by Cali drug cartel bosses.",AFP_ENG_19961211.0170_12_0,AFP_ENG_19961213.0495_19_0,Legislators have allegedly received death threats from Cali drug cartel bosses.,Legislators did not receive death threats from discussions of the anti-drug bill.,Legislators are worried about the death threats they received.,{},,
3MDKGGG61RPMWUN9WCMGKWQCS6RT6D,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:21 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:21 PDT 2020,,,3NGI5ARFTU7WJ0RZZR6G8AUJRN51PS,AYJGQBBK6KXZ7,Approved,Fri Apr 17 09:15:14 PDT 2020,Fri Apr 17 12:55:44 PDT 2020,Sat Apr 18 12:55:44 PDT 2020,Sat Apr 18 12:56:44 PDT 2020,,,13230,100% (50/50),100% (50/50),100% (50/50),"""The criminal element that is operating in New Orleans reflects  that relatively small but aggressive element that was trying to  fight us before,"" said Letten, who has moved operations to the  nearby city of Baton Rouge, Louisiana's capital.","New Orleans was still standing, but reports of major flooding prompted us to leave our refuge.",AFP_ENG_20050903.0409_7_0,NYT_ENG_20050829.0362_24_0,A criminal unit from New Orleans has been aggressively fighting Letten and his forces in the capital city of Baton Rouge.,Letten and the city of Baton Rouge have made peace with a former criminal element and there is no more fighting between sides.,"Despite a fight from a New Orleans criminal element, Letten has greatly reduced crime in Baton Rouge.",{},,
3MDWE879UI49IRVQUXY74CBSC00B9H,3XA69K8C5YP36GZPE3KQW0ZI5UGW1H,Write about a situation given only a one sentence description,"Given a description, write one-sentence answers to three short questions about it","sentences, writing",$0.75,Fri Apr 17 08:59:36 PDT 2020,1,BatchId:3998337;OriginalHitTemplateId:;,18000,86400,Fri Apr 24 08:59:36 PDT 2020,,,3KOPY89HM94W7S2GRIFFZ7N4G92J3T,A1E77HZO63E334,Approved,Fri Apr 17 10:17:56 PDT 2020,Fri Apr 17 10:28:17 PDT 2020,Sat Apr 18 10:28:17 PDT 2020,Sat Apr 18 10:28:44 PDT 2020,,,621,100% (61/61),100% (61/61),100% (61/61),"Efforts have been increasing to get more blacks and other minorities into clinical trials, spurred by language in a 1993 law that orders the National Institutes of Health to ensure adequate representation of women, minorities and racial and ethnic subgroups in the studies it funds.","To help Hispanic Americans maintain their rich food heritage without compromising their health, the National Institutes of Health has launched several pilot projects designed to reduce fat, calories and cholesterol in traditional Latino foods.",LTW_ENG_19970305.0014_15_0,LTW_ENG_19960213.0067_4_0,There have been efforts for more minority representation in studies.,Adequate representation of minorities in studies is not backed by law.,There is enough Hispanic representation in the studies.,{},,
