,premID,premise,mask-type,hypoID,hypothesis,response,Worker
222,20008.0,"To ensure that the cap is met and to provide credibility, sources also are required to install systems that continuously monitor and report emissions.",data-slices,11013.0,There is only one way to monitor and report emissions.,neutral,A2EI075XZT9Y2S
222,20008.0,"To ensure that the cap is met and to provide credibility, sources also are required to install systems that continuously monitor and report emissions.",data-slices,11014.0,There is a good way to monitor and report emissions.,neutral,A2EI075XZT9Y2S
222,20008.0,"To ensure that the cap is met and to provide credibility, sources also are required to install systems that continuously monitor and report emissions.",data-slices,11017.0,There isn't a good way to monitor and report emissions.,contradiction,A2EI075XZT9Y2S
363,20128.0,"You're alive!""  Dave was still amazed at that himself.",gradient,59131.0,It was not surprising that Dave had made it.,contradiction,A2EI075XZT9Y2S
363,20128.0,"You're alive!""  Dave was still amazed at that himself.",gradient,59135.0,It was a shock that Dave had made it.,entailment,A2EI075XZT9Y2S
363,20128.0,"You're alive!""  Dave was still amazed at that himself.",gradient,59137.0,It was a miracle that Dave had made it.,neutral,A2EI075XZT9Y2S
363,20128.0,"You're alive!""  Dave was still amazed at that himself.",gradient,59139.0,It was a complete shock that Dave had made it.,contradiction,A2EI075XZT9Y2S
399,20696.0,With the revival of island dialects has come a renewed interest in Balearic culture.,gradient,60892.0,Many people want to learn island dialects from in Balearic culture.,neutral,A30HUZHJBOX1LK
399,20696.0,With the revival of island dialects has come a renewed interest in Balearic culture.,gradient,60893.0,More foreigners want to learn island dialects from in Balearic culture.,neutral,A30HUZHJBOX1LK
399,20696.0,With the revival of island dialects has come a renewed interest in Balearic culture.,gradient,60894.0,People don't want to learn island dialects from in Balearic culture.,contradiction,A30HUZHJBOX1LK
399,20696.0,With the revival of island dialects has come a renewed interest in Balearic culture.,gradient,60898.0,People want to learn island dialects from in Balearic culture.,neutral,A30HUZHJBOX1LK
372,20807.0,Since then at least one monumental social change has swept across suburbia--namely the entry of married women into the work force--without generating a literature.,gradient,61142.0,Married women's entrance into the work force has been a small social step.,contradiction,A2C84POENS2UNY
372,20807.0,Since then at least one monumental social change has swept across suburbia--namely the entry of married women into the work force--without generating a literature.,gradient,61143.0,Married women's entrance into the work force has been a.label: contradiction.,neutral,A2C84POENS2UNY
372,20807.0,Since then at least one monumental social change has swept across suburbia--namely the entry of married women into the work force--without generating a literature.,gradient,61147.0,Married women's entrance into the work force has been a significant.,entailment,A2C84POENS2UNY
372,20807.0,Since then at least one monumental social change has swept across suburbia--namely the entry of married women into the work force--without generating a literature.,gradient,61150.0,Married women's entrance into the work force has been an important step.,entailment,A2C84POENS2UNY
327,20888.0,"So you see you had better go to bed."" Suddenly Tuppence felt afraid.",gradient,61333.0,Tuppence was ordered to go to bed and play some more.,contradiction,A2EI075XZT9Y2S
327,20888.0,"So you see you had better go to bed."" Suddenly Tuppence felt afraid.",gradient,61335.0,Tuppence was afraid and wanted to get up and play some more.,neutral,A2EI075XZT9Y2S
327,20888.0,"So you see you had better go to bed."" Suddenly Tuppence felt afraid.",gradient,61336.0,Tuppence had been ordered to stay up and play some more.,contradiction,A2EI075XZT9Y2S
327,20888.0,"So you see you had better go to bed."" Suddenly Tuppence felt afraid.",gradient,61337.0,Tuppence wanted to stay up and play some more.,neutral,A2EI075XZT9Y2S
444,21616.0,They can supply equipment and extra insurance if you need it.,gradient,63549.0,"They can sell you extra insurance and equipment, but you'll have to get your equipment down the road.",neutral,A30HUZHJBOX1LK
444,21616.0,They can supply equipment and extra insurance if you need it.,gradient,63550.0,They can sell you extra insurance but you'll have to get your equipment down the road.,neutral,A30HUZHJBOX1LK
444,21616.0,They can supply equipment and extra insurance if you need it.,gradient,63551.0,"They can sell you insurance, though you'll have to get your equipment down the road.",neutral,A30HUZHJBOX1LK
444,21616.0,They can supply equipment and extra insurance if you need it.,gradient,63552.0,"They can sell you insurance and equipment, but you'll have to get your equipment down the road.",neutral,A30HUZHJBOX1LK
207,28909.0,Poblete claims that the reports will be posted as soon as Congress resolves technical hurdles.,data-slices,15665.0,Poblete claims that the reports were lost due to technical difficulties but will soon be released.,contradiction,A2EI075XZT9Y2S
207,28909.0,Poblete claims that the reports will be posted as soon as Congress resolves technical hurdles.,data-slices,15667.0,Poblete claims that the reports were lost due to technical difficulties and will.,contradiction,A2EI075XZT9Y2S
207,28909.0,Poblete claims that the reports will be posted as soon as Congress resolves technical hurdles.,data-slices,15669.0,Poblete claims that the reports were lost due to technical difficulties and will soon be released.,contradiction,A2EI075XZT9Y2S
207,28909.0,Poblete claims that the reports will be posted as soon as Congress resolves technical hurdles.,data-slices,15670.0,Poblete claims that the reports were lost due to technical difficulties and will be released.,contradiction,A2EI075XZT9Y2S
177,30305.0,i've got a big Oldsmobile that i pull it with when i,data-slices,16397.0,I pull my Jeep with it when I'm in my Oldsmobile.,neutral,A2C84POENS2UNY
177,30305.0,i've got a big Oldsmobile that i pull it with when i,data-slices,16398.0,"I pull my Jeep with it, but I drive an Oldsmobile.",neutral,A2C84POENS2UNY
177,30305.0,i've got a big Oldsmobile that i pull it with when i,data-slices,16400.0,"I pull my Jeep with it,.",neutral,A2C84POENS2UNY
177,30305.0,i've got a big Oldsmobile that i pull it with when i,data-slices,16401.0,I pull my Jeep with it when I drive my Oldsmobile.,neutral,A2C84POENS2UNY
270,34167.0,"The influence is clear even in the most spectacular of the Brenta villas, at Stra, the opulent Villa Pisani, or Villa Nazionale.",data-slices,18700.0,The influence is clearly felt at the Villa Nazionale than at Stra.,neutral,A30HUZHJBOX1LK
270,34167.0,"The influence is clear even in the most spectacular of the Brenta villas, at Stra, the opulent Villa Pisani, or Villa Nazionale.",data-slices,18703.0,The influence is more felt at the Villa Nazionale than at Stra.,neutral,A30HUZHJBOX1LK
270,34167.0,"The influence is clear even in the most spectacular of the Brenta villas, at Stra, the opulent Villa Pisani, or Villa Nazionale.",data-slices,18704.0,The influence is less clearly felt at the Villa Nazionale than at Stra.,neutral,A30HUZHJBOX1LK
270,34167.0,"The influence is clear even in the most spectacular of the Brenta villas, at Stra, the opulent Villa Pisani, or Villa Nazionale.",data-slices,18705.0,The influence is less felt at the Villa Nazionale than at Stra.,neutral,A30HUZHJBOX1LK
243,34742.0,The stock market historically has a higher rate of return than government bonds do.,data-slices,19010.0,Government bonds are performing better now than five years ago.,neutral,A2EI075XZT9Y2S
243,34742.0,The stock market historically has a higher rate of return than government bonds do.,data-slices,19012.0,Government bonds are performing better than they did five years ago.,neutral,A2EI075XZT9Y2S
243,34742.0,The stock market historically has a higher rate of return than government bonds do.,data-slices,19013.0,Government bonds are more expensive than five years ago.,neutral,A2EI075XZT9Y2S
243,34742.0,The stock market historically has a higher rate of return than government bonds do.,data-slices,19014.0,Government bonds are more expensive now than five years ago.,neutral,A2EI075XZT9Y2S
231,42261.0,Another legend claims these are the graves of two lovers who chose death over separation by their powerful families.,data-slices,22952.0,One story says that two lovers were killed by their Families for separating and were buried here.,contradiction,A2EI075XZT9Y2S
231,42261.0,Another legend claims these are the graves of two lovers who chose death over separation by their powerful families.,data-slices,22953.0,One story says that two lovers were killed by their families because they were separating and were buried here.,contradiction,A2EI075XZT9Y2S
231,42261.0,Another legend claims these are the graves of two lovers who chose death over separation by their powerful families.,data-slices,22955.0,One story says that two lovers were killed by their families for separation and were buried here.,contradiction,A2EI075XZT9Y2S
231,42261.0,Another legend claims these are the graves of two lovers who chose death over separation by their powerful families.,data-slices,22956.0,One story says that two lovers were killed by their families and were buried here.,neutral,A2EI075XZT9Y2S
276,49615.0,"The new company may also benefit from merging warehousing and inventory management, and ideally there will be joint production of components that both companies use.",data-slices,26927.0,Both companies use a lot of the same components as eachother.,neutral,A30HUZHJBOX1LK
276,49615.0,"The new company may also benefit from merging warehousing and inventory management, and ideally there will be joint production of components that both companies use.",data-slices,26929.0,Both companies make a lot of the same components as eachother.,entailment,A30HUZHJBOX1LK
276,49615.0,"The new company may also benefit from merging warehousing and inventory management, and ideally there will be joint production of components that both companies use.",data-slices,26930.0,Both companies use exactly the same components as eachother.,neutral,A30HUZHJBOX1LK
276,49615.0,"The new company may also benefit from merging warehousing and inventory management, and ideally there will be joint production of components that both companies use.",data-slices,26931.0,Both companies will use the same components as eachother.,entailment,A30HUZHJBOX1LK
225,49617.0,"For example, the first number in Column (11) shows that, between 1993 and 1997, personal mail volume declined by 2.0 percent annually.",data-slices,26933.0,People preferred to send personal mail rather than make phone calls in 1997.,neutral,A30HUZHJBOX1LK
225,49617.0,"For example, the first number in Column (11) shows that, between 1993 and 1997, personal mail volume declined by 2.0 percent annually.",data-slices,26934.0,People preferred to send personal mail rather than make phone calls.,neutral,A30HUZHJBOX1LK
225,49617.0,"For example, the first number in Column (11) shows that, between 1993 and 1997, personal mail volume declined by 2.0 percent annually.",data-slices,26936.0,People preferred to send personal mail rather than make phone calls between 1997 and 1993.,neutral,A30HUZHJBOX1LK
225,49617.0,"For example, the first number in Column (11) shows that, between 1993 and 1997, personal mail volume declined by 2.0 percent annually.",data-slices,26937.0,People preferred to send personal mail rather than make phone calls in 1997 and 1993.,neutral,A30HUZHJBOX1LK
267,50737.0,"(If it weren't for gay people, there would be no Lion King --or much else on the all-American cultural front.)",data-slices,27515.0,There would be almost no Lion King without gay people.,entailment,A30HUZHJBOX1LK
267,50737.0,"(If it weren't for gay people, there would be no Lion King --or much else on the all-American cultural front.)",data-slices,27516.0,There would be many broadway shows without gay people.,contradiction,A30HUZHJBOX1LK
267,50737.0,"(If it weren't for gay people, there would be no Lion King --or much else on the all-American cultural front.)",data-slices,27517.0,There would be no TV shows without gay people.,neutral,A30HUZHJBOX1LK
267,50737.0,"(If it weren't for gay people, there would be no Lion King --or much else on the all-American cultural front.)",data-slices,27518.0,There would be almost all the broadway shows without gay people.,neutral,A30HUZHJBOX1LK
279,51456.0,"His head turned, his attitude now one of listening concentration.",data-slices,27970.0,"Before he turned his head, he had been listening.",neutral,A2C84POENS2UNY
279,51456.0,"His head turned, his attitude now one of listening concentration.",data-slices,27971.0,"Before he turned his head, he was listening with concentration.",contradiction,A2C84POENS2UNY
279,51456.0,"His head turned, his attitude now one of listening concentration.",data-slices,27972.0,"Before he turned his head, he.",neutral,A2C84POENS2UNY
279,51456.0,"His head turned, his attitude now one of listening concentration.",data-slices,27973.0,"Before he turned his head, he was focused on listening.",contradiction,A2C84POENS2UNY
171,53012.0,"Note 2: In our work, all CBO budget projections were converted from a fiscal year to a calendar year basis.",data-slices,28878.0,They were supposed to be on a fiscal calendar.,neutral,A2EI075XZT9Y2S
171,53012.0,"Note 2: In our work, all CBO budget projections were converted from a fiscal year to a calendar year basis.",data-slices,28880.0,They were happy for the projections to be on a fiscal calendar.,neutral,A2EI075XZT9Y2S
171,53012.0,"Note 2: In our work, all CBO budget projections were converted from a fiscal year to a calendar year basis.",data-slices,28881.0,They were happy to be on a fiscal calendar.,neutral,A2EI075XZT9Y2S
171,53012.0,"Note 2: In our work, all CBO budget projections were converted from a fiscal year to a calendar year basis.",data-slices,28882.0,They did not want the projections to be on a fiscal calendar.,neutral,A2EI075XZT9Y2S
246,53607.0,"I had seen what they could do to men,"" From behind him, Ca'daan could feel Thorn stiffen.",data-slices,29166.0,"Ca'daan said that they both knew of the weakness of their foe, and words need not be wasted on acknowledging it.",neutral,A2EI075XZT9Y2S
246,53607.0,"I had seen what they could do to men,"" From behind him, Ca'daan could feel Thorn stiffen.",data-slices,29169.0,"Ca'daan said nothing; they both knew of the weakness of their foe, and words need to not be wasted on acknowledging it.",neutral,A2EI075XZT9Y2S
246,53607.0,"I had seen what they could do to men,"" From behind him, Ca'daan could feel Thorn stiffen.",data-slices,29171.0,"Ca'daan and Thorn knew each other ; they both knew of the weakness of their foe, and words need not be wasted on acknowledging it.",neutral,A2EI075XZT9Y2S
246,53607.0,"I had seen what they could do to men,"" From behind him, Ca'daan could feel Thorn stiffen.",data-slices,29172.0,"Ca'daan said this because they both knew of the weakness of their foe, and words need not be wasted on acknowledging it.",neutral,A2EI075XZT9Y2S
282,53815.0,"From here, it's a short walk west to the grounds of Shinobazu Pond.",data-slices,29255.0,"If you will walk west from Shinobazu Pond, you will go to the Whisperer's Forest.",neutral,A2EI075XZT9Y2S
282,53815.0,"From here, it's a short walk west to the grounds of Shinobazu Pond.",data-slices,29256.0,"If you will walk to Shinobazu Pond, you will go to the Whisperer's Forest.",neutral,A2EI075XZT9Y2S
282,53815.0,"From here, it's a short walk west to the grounds of Shinobazu Pond.",data-slices,29258.0,If you will walk to Shinobazu Pond you will go to the Whisperer's Forest.,neutral,A2EI075XZT9Y2S
282,53815.0,"From here, it's a short walk west to the grounds of Shinobazu Pond.",data-slices,29259.0,"If you walk to Shinobazu Pond, you will go to the Whisperer's Forest.",neutral,A2EI075XZT9Y2S
240,55826.0,"23 Competitors understand clearly that 15-ounce pieces of saturation mail can be carried privately for less than Standard-A rates, while 4-ounce pieces cannot.",data-slices,30311.0,ounce pieces of mail could be shipped cheaply by private carriers.,neutral,A30HUZHJBOX1LK
240,55826.0,"23 Competitors understand clearly that 15-ounce pieces of saturation mail can be carried privately for less than Standard-A rates, while 4-ounce pieces cannot.",data-slices,30312.0,ounce pieces of mail could be shipped for less than 4-ounce by private carriers.,neutral,A30HUZHJBOX1LK
240,55826.0,"23 Competitors understand clearly that 15-ounce pieces of saturation mail can be carried privately for less than Standard-A rates, while 4-ounce pieces cannot.",data-slices,30313.0,ounce pieces of mail could be carried cheaply by private carriers.,neutral,A30HUZHJBOX1LK
240,55826.0,"23 Competitors understand clearly that 15-ounce pieces of saturation mail can be carried privately for less than Standard-A rates, while 4-ounce pieces cannot.",data-slices,30316.0,ounce pieces of mail could be carried for less by private carriers.,entailment,A30HUZHJBOX1LK
159,59229.0,"Their country-place, Styles Court, had been purchased by Mr. Cavendish early in their married life. ",data-slices,32219.0,Styles Court was not always owned by Mr. Cavendish.,entailment,A30HUZHJBOX1LK
159,59229.0,"Their country-place, Styles Court, had been purchased by Mr. Cavendish early in their married life. ",data-slices,32223.0,Styles Court was not all owned by Mr. Cavendish.,contradiction,A30HUZHJBOX1LK
159,59229.0,"Their country-place, Styles Court, had been purchased by Mr. Cavendish early in their married life. ",data-slices,32225.0,Styles Court was not at one point owned by Mr. Cavendish.,contradiction,A30HUZHJBOX1LK
159,59229.0,"Their country-place, Styles Court, had been purchased by Mr. Cavendish early in their married life. ",data-slices,32226.0,Styles Court was no longer at all owned by Mr. Cavendish.,neutral,A30HUZHJBOX1LK
186,60153.0,"In 2002, we took the steps to encourage their growth and improvement through a program letter outlining what we believe to be model intake practices.",data-slices,32688.0,Intake practices were phenomenal and more steps were need to help it improve.,neutral,A2C84POENS2UNY
186,60153.0,"In 2002, we took the steps to encourage their growth and improvement through a program letter outlining what we believe to be model intake practices.",data-slices,32690.0,Intake practices were bad and steps were need to help it improve.,neutral,A2C84POENS2UNY
186,60153.0,"In 2002, we took the steps to encourage their growth and improvement through a program letter outlining what we believe to be model intake practices.",data-slices,32692.0,"Intake practices were phenomenal in 2002, so steps were need to help it improve.",contradiction,A2C84POENS2UNY
186,60153.0,"In 2002, we took the steps to encourage their growth and improvement through a program letter outlining what we believe to be model intake practices.",data-slices,32693.0,Intake practices were phenomenal and more changes were need to help it improve.,neutral,A2C84POENS2UNY
285,65256.0,"This requires determining which laws, regulations, and other compliance requirements are significant to the audit objectives and assessing the risk that significant noncompliance could occur.",data-slices,35290.0,We need to assess the risk of people losing their jobs.,neutral,A30HUZHJBOX1LK
285,65256.0,"This requires determining which laws, regulations, and other compliance requirements are significant to the audit objectives and assessing the risk that significant noncompliance could occur.",data-slices,35291.0,We need to assess the risk of people leaving their jobs.,neutral,A30HUZHJBOX1LK
285,65256.0,"This requires determining which laws, regulations, and other compliance requirements are significant to the audit objectives and assessing the risk that significant noncompliance could occur.",data-slices,35292.0,We need to assess the risk of people quitting their jobs.,neutral,A30HUZHJBOX1LK
285,65256.0,"This requires determining which laws, regulations, and other compliance requirements are significant to the audit objectives and assessing the risk that significant noncompliance could occur.",data-slices,35294.0,We need to assess the risk of people just not doing their jobs.,neutral,A30HUZHJBOX1LK
249,65448.0,"They don't seem to have the damage they claim they have, and they're bragging about it.",data-slices,35412.0,They're bragging because they don't seem to have any damage at all.,contradiction,A2EI075XZT9Y2S
249,65448.0,"They don't seem to have the damage they claim they have, and they're bragging about it.",data-slices,35414.0,They're bragging about them not having any damage at all.,contradiction,A2EI075XZT9Y2S
249,65448.0,"They don't seem to have the damage they claim they have, and they're bragging about it.",data-slices,35415.0,They're bragging about not having any damage at this point.,contradiction,A2EI075XZT9Y2S
249,65448.0,"They don't seem to have the damage they claim they have, and they're bragging about it.",data-slices,35416.0,They're bragging about not having any.,contradiction,A2EI075XZT9Y2S
192,70716.0,"Beyond the caravanserai is the town's Covered Market, which is as interesting to explore as Istanbul's.",data-slices,38251.0,The Covered Market is more interesting than the one in Istanbul.,contradiction,A2C84POENS2UNY
192,70716.0,"Beyond the caravanserai is the town's Covered Market, which is as interesting to explore as Istanbul's.",data-slices,38253.0,The Covered Market in the town is less boring than the one in Istanbul.,contradiction,A2C84POENS2UNY
192,70716.0,"Beyond the caravanserai is the town's Covered Market, which is as interesting to explore as Istanbul's.",data-slices,38254.0,The Covered Market in the town is more boring than the one in Istanbul.,contradiction,A2C84POENS2UNY
192,70716.0,"Beyond the caravanserai is the town's Covered Market, which is as interesting to explore as Istanbul's.",data-slices,38255.0,The Covered Market is better than the one in Istanbul.,contradiction,A2C84POENS2UNY
237,73132.0,We do not solicit donations in locations where we have not received written confirmation of compliance.,data-slices,39520.0,We try and get donations in certain locations.,entailment,A2EI075XZT9Y2S
237,73132.0,We do not solicit donations in locations where we have not received written confirmation of compliance.,data-slices,39522.0,We do not get donations in certain locations.,entailment,A2EI075XZT9Y2S
237,73132.0,We do not solicit donations in locations where we have not received written confirmation of compliance.,data-slices,39524.0,We always try and get donations in certain locations.,neutral,A2EI075XZT9Y2S
237,73132.0,We do not solicit donations in locations where we have not received written confirmation of compliance.,data-slices,39525.0,We do try and get donations in certain locations.,neutral,A2EI075XZT9Y2S
195,74881.0,He also had orang laut pirates patrolling the seas to extort tribute from passing ships.,data-slices,40473.0,The pirates were at port and chose to patrols patrol the ocean.,neutral,A2EI075XZT9Y2S
195,74881.0,He also had orang laut pirates patrolling the seas to extort tribute from passing ships.,data-slices,40474.0,The pirates were at port and chose to watch the ocean.,contradiction,A2EI075XZT9Y2S
195,74881.0,He also had orang laut pirates patrolling the seas to extort tribute from passing ships.,data-slices,40475.0,The pirates were at port and were paid to patrol the ocean.,contradiction,A2EI075XZT9Y2S
195,74881.0,He also had orang laut pirates patrolling the seas to extort tribute from passing ships.,data-slices,40476.0,The pirates were at port and would patrol the ocean.,neutral,A2EI075XZT9Y2S
213,80637.0,for the for the gang violence the uh the street murders so to speak i don't think it is,data-slices,43471.0,Gang violence in these areas does not extend to street murders.,contradiction,A30HUZHJBOX1LK
213,80637.0,for the for the gang violence the uh the street murders so to speak i don't think it is,data-slices,43472.0,Gang violence in these areas may include street murders.,entailment,A30HUZHJBOX1LK
213,80637.0,for the for the gang violence the uh the street murders so to speak i don't think it is,data-slices,43473.0,Gang violence in these areas does not always include street murders.,neutral,A30HUZHJBOX1LK
213,80637.0,for the for the gang violence the uh the street murders so to speak i don't think it is,data-slices,43476.0,Gang violence in these areas does not lead to street murders.,contradiction,A30HUZHJBOX1LK
174,82142.0,and maybe they can ask for a review of the transcript,data-slices,44323.0,I know they will be able to review the transcript.,contradiction,A30HUZHJBOX1LK
174,82142.0,and maybe they can ask for a review of the transcript,data-slices,44324.0,I know they will ask for someone to review the transcript.,contradiction,A30HUZHJBOX1LK
174,82142.0,and maybe they can ask for a review of the transcript,data-slices,44326.0,I know they will want to be able to review the transcript.,neutral,A30HUZHJBOX1LK
174,82142.0,and maybe they can ask for a review of the transcript,data-slices,44327.0,I know they will never be able to review the transcript.,contradiction,A30HUZHJBOX1LK
264,89635.0,The peace treaty signed at Segauli established Nepal's borders pretty much as they are today.,data-slices,48582.0,Nepal had no borders before the treaty was signed.,neutral,A2EI075XZT9Y2S
264,89635.0,The peace treaty signed at Segauli established Nepal's borders pretty much as they are today.,data-slices,48583.0,Nepal had no distinct borders when the treaty was signed.,neutral,A2EI075XZT9Y2S
264,89635.0,The peace treaty signed at Segauli established Nepal's borders pretty much as they are today.,data-slices,48585.0,Nepal had distinct borders before the treaty was signed.,neutral,A2EI075XZT9Y2S
264,89635.0,The peace treaty signed at Segauli established Nepal's borders pretty much as they are today.,data-slices,48587.0,Nepal had set its borders before the treaty was signed.,neutral,A2EI075XZT9Y2S
219,93689.0,GAO will provide electronic copies of reports to agencies upon issuance or release.,data-slices,50947.0,It will take a very long time after issuance or release for the GAO to send out copies of its reports.,neutral,A2C84POENS2UNY
219,93689.0,GAO will provide electronic copies of reports to agencies upon issuance or release.,data-slices,50948.0,It will take a very long time for the GAO to send out copies of its reports.,neutral,A2C84POENS2UNY
219,93689.0,GAO will provide electronic copies of reports to agencies upon issuance or release.,data-slices,50949.0,It will take a very long time for the GAO to sent out copies of its reports.,neutral,A2C84POENS2UNY
219,93689.0,GAO will provide electronic copies of reports to agencies upon issuance or release.,data-slices,50950.0,It will take a very long period for the GAO to send out copies of its reports.,neutral,A2C84POENS2UNY
234,99411.0,Employees at all levels of high-performing organizations participate in--and have a stake in--improving operational and program performance to achieve results.,data-slices,53875.0,Employees at higher levels of experience participate in improving operations performance.,entailment,A2EI075XZT9Y2S
234,99411.0,Employees at all levels of high-performing organizations participate in--and have a stake in--improving operational and program performance to achieve results.,data-slices,53876.0,Employees at higher levels of experience participate only in improving operations performance.,contradiction,A2EI075XZT9Y2S
234,99411.0,Employees at all levels of high-performing organizations participate in--and have a stake in--improving operational and program performance to achieve results.,data-slices,53877.0,Employees at higher levels of experience have a stake in improving operations performance.,entailment,A2EI075XZT9Y2S
234,99411.0,Employees at all levels of high-performing organizations participate in--and have a stake in--improving operational and program performance to achieve results.,data-slices,53879.0,Employees at higher levels of experience are involved in improving operations performance.,entailment,A2EI075XZT9Y2S
