,WorkTimeInSecon,Worker,flip-class,hypoID,hypothesis,mask-type,model-label,orig-prob,premID,premise,response,model-wrong
300,1028.0,A30HUZHJBOX1LK,Uncertain-Same,30653.0,"Less than 10,000 people visit Choose Your Slate each month.",gradient,contradiction,1.0,10695.0,"Choose your  Slate attracts about 6,000 unique browsers a day and 80,000 a month.",contradiction,False
300,1028.0,A30HUZHJBOX1LK,Uncertain-Flip,30654.0,"More than 1,000 browsers visit Choose Your Slate each month.",gradient,entailment,1.0,10695.0,"Choose your  Slate attracts about 6,000 unique browsers a day and 80,000 a month.",entailment,False
39,973.0,A30HUZHJBOX1LK,Uncertain-Flip,55046.0,"More than 1,000 browsers visit Choose Your Slate each month.",content-words,entailment,1.0,10695.0,"Choose your  Slate attracts about 6,000 unique browsers a day and 80,000 a month.",entailment,False
39,973.0,A30HUZHJBOX1LK,Uncertain-Same,55048.0,"Less than 10,000 people visit Choose Your Slate each month.",content-words,contradiction,1.0,10695.0,"Choose your  Slate attracts about 6,000 unique browsers a day and 80,000 a month.",contradiction,False
39,973.0,A30HUZHJBOX1LK,Certain-Same,55049.0,"Less than 20,000 people visit Choose Your Slate each month.",content-words,contradiction,1.0,10695.0,"Choose your  Slate attracts about 6,000 unique browsers a day and 80,000 a month.",contradiction,False
39,973.0,A30HUZHJBOX1LK,Uncertain-Flip,55057.0,"Less than 10,000 browsers visit Choose Your Slate each month.",content-words,entailment,1.0,10695.0,"Choose your  Slate attracts about 6,000 unique browsers a day and 80,000 a month.",contradiction,True
345,783.0,A2EI075XZT9Y2S,Uncertain-Flip,31628.0,It turns out that it costs less than 72 to buy $1 of dividends.,gradient,neutral,0.99,11041.0,But it turns out that to buy $1 of dividends costs you $72 (among Dow Jones industrial average stocks).,contradiction,True
345,783.0,A2EI075XZT9Y2S,Certain-Flip,31629.0,It turns out that it costs $170 to buy $1 of dividends.,gradient,contradiction,0.99,11041.0,But it turns out that to buy $1 of dividends costs you $72 (among Dow Jones industrial average stocks).,contradiction,False
345,783.0,A2EI075XZT9Y2S,Certain-Flip,31631.0,It turns out that it costs $100 to buy $1 of dividends.,gradient,contradiction,0.99,11041.0,But it turns out that to buy $1 of dividends costs you $72 (among Dow Jones industrial average stocks).,contradiction,False
345,783.0,A2EI075XZT9Y2S,Uncertain-Same,31633.0,It turns out that it costs $═ to buy $1 of dividends.,gradient,entailment,0.99,11041.0,But it turns out that to buy $1 of dividends costs you $72 (among Dow Jones industrial average stocks).,neutral,True
405,213.0,A30HUZHJBOX1LK,Uncertain-Flip,31661.0,There is some terrible weather to be had in Griffith Park.,gradient,neutral,0.97,11045.0,"Several other attractions are nearby, all in Griffith Park, including train, pony, and stagecoach rides, a carousel, and the Griffith Observatory.",neutral,False
405,213.0,A30HUZHJBOX1LK,Uncertain-Same,31663.0,There is a lot of fun to be had in Griffith Park.,gradient,entailment,0.97,11045.0,"Several other attractions are nearby, all in Griffith Park, including train, pony, and stagecoach rides, a carousel, and the Griffith Observatory.",entailment,False
405,213.0,A30HUZHJBOX1LK,Uncertain-Flip,31664.0,There is some fun not to be had in Griffith Park.,gradient,contradiction,0.97,11045.0,"Several other attractions are nearby, all in Griffith Park, including train, pony, and stagecoach rides, a carousel, and the Griffith Observatory.",neutral,True
405,213.0,A30HUZHJBOX1LK,Certain-Same,31666.0,There is some fun fun to be had in Griffith Park.,gradient,entailment,0.97,11045.0,"Several other attractions are nearby, all in Griffith Park, including train, pony, and stagecoach rides, a carousel, and the Griffith Observatory.",entailment,False
66,49.0,A2EI075XZT9Y2S,Uncertain-Flip,57278.0,The temperatures in winter time are low enough to create ice.,content-words,entailment,0.99,11101.0,In the winter the falls form a spectacular cascade of icicles.,entailment,False
66,49.0,A2EI075XZT9Y2S,Uncertain-Flip,57282.0,The temperatures in winter time are high enough to create ice.,content-words,entailment,0.99,11101.0,In the winter the falls form a spectacular cascade of icicles.,contradiction,True
66,49.0,A2EI075XZT9Y2S,Uncertain-Same,57285.0,The temperatures in winter time are not enough.,content-words,contradiction,0.99,11101.0,In the winter the falls form a spectacular cascade of icicles.,neutral,True
66,49.0,A2EI075XZT9Y2S,Certain-Same,57298.0,The temperatures in winter are not enough to creating ice.,content-words,contradiction,0.99,11101.0,In the winter the falls form a spectacular cascade of icicles.,contradiction,False
126,996.0,A2C84POENS2UNY,Uncertain-Flip,58201.0,Is there no common cause with the major international puzzles?,content-words,contradiction,0.98,11294.0,The Six Major Puzzles in International  Is There a Common Cause?,neutral,True
126,996.0,A2C84POENS2UNY,Certain-Same,58206.0,Is there a common cause for all the international puzzles?,content-words,entailment,0.98,11294.0,The Six Major Puzzles in International  Is There a Common Cause?,entailment,False
126,996.0,A2C84POENS2UNY,Uncertain-Same,58207.0,Is there a common problem with the major international puzzles?,content-words,entailment,0.98,11294.0,The Six Major Puzzles in International  Is There a Common Cause?,neutral,True
126,996.0,A2C84POENS2UNY,Uncertain-Same,58209.0,Is there a common cause with the?,content-words,entailment,0.98,11294.0,The Six Major Puzzles in International  Is There a Common Cause?,neutral,True
378,409.0,A2EI075XZT9Y2S,Uncertain-Same,32528.0,She wasn't foolish enough to turn around and look back on him.,gradient,contradiction,0.99,11303.0,"We entered your sign during the night."" She turned her back on him and took something from a chest beside the bed.",contradiction,False
378,409.0,A2EI075XZT9Y2S,Uncertain-Same,32530.0,She wasn't foolish enough to not turn her back on him.,gradient,contradiction,0.99,11303.0,"We entered your sign during the night."" She turned her back on him and took something from a chest beside the bed.",neutral,True
378,409.0,A2EI075XZT9Y2S,Uncertain-Flip,32532.0,She wasn't foolish and turned her back on him.,gradient,entailment,0.99,11303.0,"We entered your sign during the night."" She turned her back on him and took something from a chest beside the bed.",neutral,True
378,409.0,A2EI075XZT9Y2S,Certain-Same,32533.0,She wasn't foolish enough to have her back on him.,gradient,contradiction,0.99,11303.0,"We entered your sign during the night."" She turned her back on him and took something from a chest beside the bed.",contradiction,False
93,628.0,A2C84POENS2UNY,Uncertain-Same,58786.0,The Franciscan monastery has an atmospheric part built in the.label: neutral.,content-words,entailment,0.99,11410.0,The atmospheric place was part of a Franciscan monastery built in the 17th century.,neutral,True
93,628.0,A2C84POENS2UNY,Certain-Flip,58790.0,The Franciscan monastery has an atmospheric part built in the 16th century.,content-words,contradiction,0.99,11410.0,The atmospheric place was part of a Franciscan monastery built in the 17th century.,contradiction,False
93,628.0,A2C84POENS2UNY,Uncertain-Flip,58797.0,The Franciscan monastery has only been in part built in the 17th century.,content-words,neutral,0.99,11410.0,The atmospheric place was part of a Franciscan monastery built in the 17th century.,neutral,False
93,628.0,A2C84POENS2UNY,Uncertain-Same,58806.0,The Franciscan monastery has an atmosphere because it was built in the 17th century.,content-words,entailment,0.99,11410.0,The atmospheric place was part of a Franciscan monastery built in the 17th century.,neutral,True
411,1138.0,A30HUZHJBOX1LK,Certain-Flip,32838.0,I had one pickup truck and gave the other on away.,gradient,contradiction,0.97,11422.0,yeah that's i i had a pickup truck in fact i had i had two the last one i gave to my uh uh youngest,entailment,True
411,1138.0,A30HUZHJBOX1LK,Uncertain-Same,32840.0,"I had two pickup trucks, I bought one and gave the other on away.",gradient,entailment,0.97,11422.0,yeah that's i i had a pickup truck in fact i had i had two the last one i gave to my uh uh youngest,neutral,True
411,1138.0,A30HUZHJBOX1LK,Uncertain-Flip,32842.0,I had one truck and gave the other on away.,gradient,contradiction,0.97,11422.0,yeah that's i i had a pickup truck in fact i had i had two the last one i gave to my uh uh youngest,contradiction,False
411,1138.0,A30HUZHJBOX1LK,Certain-Flip,32843.0,"I had two pickup trucks, one I gave to my youngest, the other on away.",gradient,neutral,0.97,11422.0,yeah that's i i had a pickup truck in fact i had i had two the last one i gave to my uh uh youngest,neutral,False
132,968.0,A30HUZHJBOX1LK,Uncertain-Flip,59526.0,The court system is only open to the public three days a year.,content-words,neutral,0.97,11535.0,"The court system is open to observers, with very few exceptions, and such an opportunity ought not be missed.",neutral,False
132,968.0,A30HUZHJBOX1LK,Uncertain-Same,59528.0,The court system is only open to observers for a year.,content-words,contradiction,0.97,11535.0,"The court system is open to observers, with very few exceptions, and such an opportunity ought not be missed.",neutral,True
132,968.0,A30HUZHJBOX1LK,Uncertain-Same,59532.0,The court system is only open to observers three.,content-words,contradiction,0.97,11535.0,"The court system is open to observers, with very few exceptions, and such an opportunity ought not be missed.",neutral,True
132,968.0,A30HUZHJBOX1LK,Certain-Same,59539.0,The court system is only open to observers a few days a year.,content-words,contradiction,0.97,11535.0,"The court system is open to observers, with very few exceptions, and such an opportunity ought not be missed.",neutral,True
369,755.0,A2EI075XZT9Y2S,Uncertain-Same,33237.0,"San'doro stabbed them deep, twisted, moved them, and then pulled them free in opposite directions.",gradient,entailment,0.99,11551.0,"San'doro stabbed them deep, twisted, and then pulled apart in opposite directions.",neutral,True
369,755.0,A2EI075XZT9Y2S,Certain-Same,33238.0,"San'doro stab them deep, moved them, and then pulled them free in opposite directions.",gradient,entailment,0.99,11551.0,"San'doro stabbed them deep, twisted, and then pulled apart in opposite directions.",neutral,True
369,755.0,A2EI075XZT9Y2S,Uncertain-Flip,33246.0,"San'doro stabbed them deep, moved them, and then pulled them together in opposite directions.",gradient,contradiction,0.99,11551.0,"San'doro stabbed them deep, twisted, and then pulled apart in opposite directions.",neutral,True
369,755.0,A2EI075XZT9Y2S,Uncertain-Same,33252.0,"San'doro stabbed them, twisted, moved them, and then pulled them free in opposite directions.",gradient,entailment,0.99,11551.0,"San'doro stabbed them deep, twisted, and then pulled apart in opposite directions.",neutral,True
63,914.0,A2C84POENS2UNY,Uncertain-Flip,60101.0,"Over time, the price of other goods as declined in comparison to recent years.",content-words,contradiction,0.99,11641.0,A dollar of saving buys more investment goods now than in the past because the price of investment goods has decreased relative to other goods in recent years.,neutral,True
63,914.0,A2C84POENS2UNY,Certain-Same,60109.0,"Over time, the price of investment goods as declined in comparison to other goods.",content-words,entailment,0.99,11641.0,A dollar of saving buys more investment goods now than in the past because the price of investment goods has decreased relative to other goods in recent years.,entailment,False
63,914.0,A2C84POENS2UNY,Uncertain-Flip,60112.0,"Over time, the price of all goods as declined in comparison to recent years.",content-words,neutral,0.99,11641.0,A dollar of saving buys more investment goods now than in the past because the price of investment goods has decreased relative to other goods in recent years.,contradiction,True
0,703.0,A2EI075XZT9Y2S,Uncertain-Same,60427.0,Simmons spoke about his work with mobile park dwellers in Iowa.,content-words,neutral,1.0,11688.0,"Simmons works most directly with residents of the approximately 55,700 mobile homes in Iowa.",neutral,False
0,703.0,A2EI075XZT9Y2S,Uncertain-Flip,60433.0,Simmons is most known for his work with mobile park dwellers in Iowa.,content-words,entailment,1.0,11688.0,"Simmons works most directly with residents of the approximately 55,700 mobile homes in Iowa.",neutral,True
0,703.0,A2EI075XZT9Y2S,Certain-Same,60438.0,Simmons is enthusiastic about working directly with mobile park dwellers in Iowa.,content-words,neutral,1.0,11688.0,"Simmons works most directly with residents of the approximately 55,700 mobile homes in Iowa.",neutral,False
0,703.0,A2EI075XZT9Y2S,Uncertain-Flip,60441.0,Simmons has never talked about his work with mobile park dwellers in Iowa.,content-words,contradiction,1.0,11688.0,"Simmons works most directly with residents of the approximately 55,700 mobile homes in Iowa.",neutral,True
12,952.0,A2C84POENS2UNY,Uncertain-Flip,62073.0,Sant Joan is the name of an inland city on the island.,content-words,entailment,1.0,12000.0," You may want to visit some of the other inland hamlets Santa In??s, Sant Joan, and Sant Carles, to name just three.",entailment,False
12,952.0,A2C84POENS2UNY,Uncertain-Flip,62076.0,Sant Joan is the name of a large town on the island.,content-words,neutral,1.0,12000.0," You may want to visit some of the other inland hamlets Santa In??s, Sant Joan, and Sant Carles, to name just three.",neutral,False
12,952.0,A2C84POENS2UNY,Certain-Same,62078.0,Sant Joan is the name of the only inland hamlet on the island.,content-words,contradiction,1.0,12000.0," You may want to visit some of the other inland hamlets Santa In??s, Sant Joan, and Sant Carles, to name just three.",contradiction,False
12,952.0,A2C84POENS2UNY,Uncertain-Same,62086.0,Sant Joan is the capital of a large city on the island.,content-words,contradiction,1.0,12000.0," You may want to visit some of the other inland hamlets Santa In??s, Sant Joan, and Sant Carles, to name just three.",neutral,True
123,1995.0,A2C84POENS2UNY,Uncertain-Same,62861.0,"He couldn't get enough of being a pretender, and nothing else mattered.",content-words,contradiction,0.98,12179.0,"He'd been a pretender long enough, and what punitive action they took now didn't seem to matter.",contradiction,False
123,1995.0,A2C84POENS2UNY,Certain-Same,62865.0,"He couldn't stop being a pretender, and their punitive course mattered.",content-words,contradiction,0.98,12179.0,"He'd been a pretender long enough, and what punitive action they took now didn't seem to matter.",contradiction,False
123,1995.0,A2C84POENS2UNY,Uncertain-Flip,62870.0,"He couldn't get enough of being a pretender, and their punitive action no longer mattered.",content-words,entailment,0.98,12179.0,"He'd been a pretender long enough, and what punitive action they took now didn't seem to matter.",contradiction,True
123,1995.0,A2C84POENS2UNY,Uncertain-Same,62871.0,"He couldn't get enough of being a pretender, and their punitive action didn't matter.",content-words,contradiction,0.98,12179.0,"He'd been a pretender long enough, and what punitive action they took now didn't seem to matter.",contradiction,False
414,991.0,A30HUZHJBOX1LK,Uncertain-Flip,35112.0,The leaders could not see the villains of the time.,gradient,entailment,0.97,12194.0,No leader was so clear-eyed about the century's villains.,contradiction,True
414,991.0,A30HUZHJBOX1LK,Uncertain-Same,35113.0,The leaders could clearly see the villains most of the time.,gradient,contradiction,0.97,12194.0,No leader was so clear-eyed about the century's villains.,neutral,True
414,991.0,A30HUZHJBOX1LK,Certain-Same,35114.0,The leaders could clearly see the villains at the time.,gradient,contradiction,0.97,12194.0,No leader was so clear-eyed about the century's villains.,entailment,True
414,991.0,A30HUZHJBOX1LK,Uncertain-Same,35115.0,The leaders could clearly see the bad guys most of the time.,gradient,contradiction,0.97,12194.0,No leader was so clear-eyed about the century's villains.,neutral,True
162,602.0,A2EI075XZT9Y2S,Certain-Same,6531.0,Muslims do not care about the whereabouts of the Temple the Dome of the Rock.,data-slices,contradiction,1.0,12204.0,Muslims revere the sites on the Temple  the Dome of the Rock and El-Aksa Mosque.,contradiction,False
162,602.0,A2EI075XZT9Y2S,Uncertain-Flip,6533.0,Muslims know the whereabouts of the Temple the Dome of the Rock.,data-slices,entailment,1.0,12204.0,Muslims revere the sites on the Temple  the Dome of the Rock and El-Aksa Mosque.,entailment,False
162,602.0,A2EI075XZT9Y2S,Uncertain-Same,6535.0,Muslims want to know the whereabouts of the Temple the Dome of the Rock.,data-slices,contradiction,1.0,12204.0,Muslims revere the sites on the Temple  the Dome of the Rock and El-Aksa Mosque.,neutral,True
162,602.0,A2EI075XZT9Y2S,Uncertain-Flip,6536.0,Muslims like to know the whereabouts of the Temple the Dome of the Rock.,data-slices,entailment,1.0,12204.0,Muslims revere the sites on the Temple  the Dome of the Rock and El-Aksa Mosque.,neutral,True
342,1204.0,A30HUZHJBOX1LK,Certain-Same,35672.0,The left-wing responded by joining together to form a massive army.,gradient,neutral,0.99,12385.0,"The left-wing parties re?­spond?­ed by banding together in a Popular Front, which the Socialists led to power in 1936.",neutral,False
342,1204.0,A30HUZHJBOX1LK,Uncertain-Same,35676.0,The left-wing responded by joining together to make an army.,gradient,neutral,0.99,12385.0,"The left-wing parties re?­spond?­ed by banding together in a Popular Front, which the Socialists led to power in 1936.",neutral,False
342,1204.0,A30HUZHJBOX1LK,Uncertain-Same,35678.0,The left-wing responded by joining together to make a massive.,gradient,neutral,0.99,12385.0,"The left-wing parties re?­spond?­ed by banding together in a Popular Front, which the Socialists led to power in 1936.",neutral,False
342,1204.0,A30HUZHJBOX1LK,Uncertain-Flip,35679.0,The left-wing responded by joining together to form an army.,gradient,contradiction,0.99,12385.0,"The left-wing parties re?­spond?­ed by banding together in a Popular Front, which the Socialists led to power in 1936.",neutral,True
84,5053.0,A2C84POENS2UNY,Uncertain-Same,65152.0,References to the first and second volumes and citations to their relevant sections are provided.,content-words,entailment,0.99,12627.0,"Next, references to relevant sections within Volume I and to Volume II are provided.",entailment,False
84,5053.0,A2C84POENS2UNY,Uncertain-Flip,65153.0,The references to the first and second volumes and citations to their relevant sections are provided.,content-words,neutral,0.99,12627.0,"Next, references to relevant sections within Volume I and to Volume II are provided.",entailment,True
84,5053.0,A2C84POENS2UNY,Certain-Flip,65156.0,The first and second volumes of Volume I and Volume II and citations to their relevant sections are provided.,content-words,neutral,0.99,12627.0,"Next, references to relevant sections within Volume I and to Volume II are provided.",neutral,False
84,5053.0,A2C84POENS2UNY,Uncertain-Same,65166.0,The titles of the volumes and citations to their relevant sections are provided.,content-words,entailment,0.99,12627.0,"Next, references to relevant sections within Volume I and to Volume II are provided.",neutral,True
306,974.0,A2C84POENS2UNY,Uncertain-Flip,36906.0,She had not found that following Sir James' advice could be done with so much ease.,gradient,entailment,1.0,12795.0,"It was not so easy to follow Sir James's advice, and put the possible events of the evening out of her head.",entailment,False
306,974.0,A2C84POENS2UNY,Certain-Same,36907.0,She found that following Sir James advice could be done with so much ease.,gradient,contradiction,1.0,12795.0,"It was not so easy to follow Sir James's advice, and put the possible events of the evening out of her head.",contradiction,False
306,974.0,A2C84POENS2UNY,Uncertain-Same,36908.0,She didn't think that following Sir James' advice could be done with so much ease.,gradient,contradiction,1.0,12795.0,"It was not so easy to follow Sir James's advice, and put the possible events of the evening out of her head.",entailment,True
306,974.0,A2C84POENS2UNY,Uncertain-Flip,36909.0,She didn't think following Sir James' advice could be done with so much ease.,gradient,entailment,1.0,12795.0,"It was not so easy to follow Sir James's advice, and put the possible events of the evening out of her head.",entailment,False
408,1047.0,A30HUZHJBOX1LK,Uncertain-Flip,37617.0,It would be impossible to use the Palais des Papes as a real fortress.,gradient,contradiction,0.97,13021.0,The Palais des Papes is the resulting combination of feudal fortress and opulent palace.,neutral,True
408,1047.0,A30HUZHJBOX1LK,Uncertain-Flip,37618.0,It would not be possible to use the Palais des Papes as a real fortress.,gradient,contradiction,0.97,13021.0,The Palais des Papes is the resulting combination of feudal fortress and opulent palace.,neutral,True
408,1047.0,A30HUZHJBOX1LK,Uncertain-Same,37622.0,It would be viable to use the Palais des Papes as a fortress.,gradient,neutral,0.97,13021.0,The Palais des Papes is the resulting combination of feudal fortress and opulent palace.,neutral,False
408,1047.0,A30HUZHJBOX1LK,Certain-Same,37624.0,It would be viable to use the Palais des Papes for a real fortress.,gradient,neutral,0.97,13021.0,The Palais des Papes is the resulting combination of feudal fortress and opulent palace.,neutral,False
312,1699.0,A2C84POENS2UNY,Uncertain-Flip,39152.0,The IOLTA program is both mandatory and necessary in our court 's opinions.,gradient,entailment,1.0,13542.0,"Pursuant to our court rules, participation in the IOLTA program is mandatory.",neutral,True
312,1699.0,A2C84POENS2UNY,Uncertain-Flip,39153.0,The IOLTA program is both mandatory and necessary in our court opinions.,gradient,entailment,1.0,13542.0,"Pursuant to our court rules, participation in the IOLTA program is mandatory.",neutral,True
312,1699.0,A2C84POENS2UNY,Certain-Same,39157.0,The IOLTA program is both compulsory and necessary in many people's opinions.,gradient,neutral,1.0,13542.0,"Pursuant to our court rules, participation in the IOLTA program is mandatory.",neutral,False
312,1699.0,A2C84POENS2UNY,Uncertain-Same,39161.0,The IOLTA program is both mandatory and necessary in the court 's opinions.,gradient,neutral,1.0,13542.0,"Pursuant to our court rules, participation in the IOLTA program is mandatory.",neutral,False
351,1121.0,A30HUZHJBOX1LK,Uncertain-Flip,40371.0,I need to get my tomatoes in here as soon as possible.,gradient,neutral,0.99,13953.0,but then i have to wait for my tomatoes have to go in here in the next couple of weeks,neutral,False
351,1121.0,A30HUZHJBOX1LK,Certain-Flip,40373.0,I want to put my tomatoes in here as soon as possible.,gradient,neutral,0.99,13953.0,but then i have to wait for my tomatoes have to go in here in the next couple of weeks,neutral,False
351,1121.0,A30HUZHJBOX1LK,Uncertain-Flip,40374.0,I need to put my tomatoes in here as soon as possible.,gradient,neutral,0.99,13953.0,but then i have to wait for my tomatoes have to go in here in the next couple of weeks,neutral,False
351,1121.0,A30HUZHJBOX1LK,Uncertain-Same,40378.0,I have to put my tomatoes in here as soon as possible.,gradient,contradiction,0.99,13953.0,but then i have to wait for my tomatoes have to go in here in the next couple of weeks,neutral,True
330,1192.0,A30HUZHJBOX1LK,Certain-Flip,40801.0,Technology can be used to improve service to clients.,gradient,entailment,1.0,14093.0,USE OF TECHNOLOGY to improve access and client service delivery.,entailment,False
330,1192.0,A30HUZHJBOX1LK,Uncertain-Same,40804.0,Technology cannot only be used to improve service to clients.,gradient,contradiction,1.0,14093.0,USE OF TECHNOLOGY to improve access and client service delivery.,neutral,True
330,1192.0,A30HUZHJBOX1LK,Uncertain-Flip,40808.0,Technology cannot always improve service to clients.,gradient,neutral,1.0,14093.0,USE OF TECHNOLOGY to improve access and client service delivery.,neutral,False
330,1192.0,A30HUZHJBOX1LK,Certain-Flip,40809.0,Technology can often be used to improve service to clients.,gradient,entailment,1.0,14093.0,USE OF TECHNOLOGY to improve access and client service delivery.,neutral,True
255,445.0,A2EI075XZT9Y2S,Uncertain-Same,7906.0,It might be necessary for Wilson to make a fuss about the unity of knowledge.,data-slices,entailment,0.98,14562.0,The tide has turned so much that one might wonder whether Wilson needs to make such a fuss about the unity of knowledge.,neutral,True
255,445.0,A2EI075XZT9Y2S,Uncertain-Flip,7907.0,It will not be necessary for Wilson to make a fuss about the unity of knowledge.,data-slices,contradiction,0.98,14562.0,The tide has turned so much that one might wonder whether Wilson needs to make such a fuss about the unity of knowledge.,neutral,True
255,445.0,A2EI075XZT9Y2S,Uncertain-Flip,7908.0,It is not necessary for Wilson to make a fuss about the unity of knowledge.,data-slices,neutral,0.98,14562.0,The tide has turned so much that one might wonder whether Wilson needs to make such a fuss about the unity of knowledge.,neutral,False
255,445.0,A2EI075XZT9Y2S,Certain-Flip,7910.0,It might be a good idea for Wilson to make a fuss about the unity of knowledge.,data-slices,contradiction,0.98,14562.0,The tide has turned so much that one might wonder whether Wilson needs to make such a fuss about the unity of knowledge.,neutral,True
360,514.0,A2EI075XZT9Y2S,Uncertain-Flip,42297.0,The programs were to help Spanish-speaking people register to vote.,gradient,neutral,0.99,14600.0,Both programs are recipients of partnership grants to run projects to help Spanish-speaking pro per clients in their respective county courthouses.,neutral,False
360,514.0,A2EI075XZT9Y2S,Certain-Same,42298.0,The programs help Irish immigrants register to vote.,gradient,contradiction,0.99,14600.0,Both programs are recipients of partnership grants to run projects to help Spanish-speaking pro per clients in their respective county courthouses.,contradiction,False
360,514.0,A2EI075XZT9Y2S,Uncertain-Same,42300.0,The programs were given grants to help immigrants register to vote.,gradient,contradiction,0.99,14600.0,Both programs are recipients of partnership grants to run projects to help Spanish-speaking pro per clients in their respective county courthouses.,neutral,True
360,514.0,A2EI075XZT9Y2S,Uncertain-Flip,42305.0,The programs were to help Spanish-speaking immigrants register to vote.,gradient,neutral,0.99,14600.0,Both programs are recipients of partnership grants to run projects to help Spanish-speaking pro per clients in their respective county courthouses.,neutral,False
261,176.0,A2EI075XZT9Y2S,Uncertain-Same,8162.0,it has to be something that has more impact than the individual,data-slices,contradiction,0.97,14942.0,it's so it almost needs to be something that has more impact for the individual on going,neutral,True
261,176.0,A2EI075XZT9Y2S,Uncertain-Same,8165.0,it has to be something that affects more than the individual,data-slices,contradiction,0.97,14942.0,it's so it almost needs to be something that has more impact for the individual on going,neutral,True
261,176.0,A2EI075XZT9Y2S,Uncertain-Flip,8166.0,it has to be something that affects society as much as the individual,data-slices,neutral,0.97,14942.0,it's so it almost needs to be something that has more impact for the individual on going,contradiction,True
261,176.0,A2EI075XZT9Y2S,Certain-Same,8167.0,it has to be something that affects society much more than the individual,data-slices,contradiction,0.97,14942.0,it's so it almost needs to be something that has more impact for the individual on going,contradiction,False
333,3892.0,A2C84POENS2UNY,Uncertain-Same,44281.0,"Ashkelon had never been considered to possibly be 4,000 years old.",gradient,contradiction,1.0,15206.0,"Ashkelon is a site of great antiquity (perhaps 4,000 years old).",contradiction,False
333,3892.0,A2C84POENS2UNY,Certain-Flip,44282.0,"Ashkelon has been considered to possibly be 4,000 years old.",gradient,entailment,1.0,15206.0,"Ashkelon is a site of great antiquity (perhaps 4,000 years old).",entailment,False
333,3892.0,A2C84POENS2UNY,Uncertain-Same,44285.0,"Ashkelon has never been verified to possibly be 4,000 years old.",gradient,contradiction,1.0,15206.0,"Ashkelon is a site of great antiquity (perhaps 4,000 years old).",neutral,True
333,3892.0,A2C84POENS2UNY,Uncertain-Flip,44289.0,"Ashkelon has never been proven to be 4,000 years old.",gradient,neutral,1.0,15206.0,"Ashkelon is a site of great antiquity (perhaps 4,000 years old).",neutral,False
390,375.0,A2EI075XZT9Y2S,Uncertain-Flip,44968.0,"People can be really sympathetic to animals, I think.",gradient,neutral,0.98,15453.0,i mean that's what you your going to have to expect that to happen people are just totally unfeeling like uh,contradiction,True
390,375.0,A2EI075XZT9Y2S,Uncertain-Same,44969.0,People can be really sympathetic and not care what you think.,gradient,contradiction,0.98,15453.0,i mean that's what you your going to have to expect that to happen people are just totally unfeeling like uh,contradiction,False
390,375.0,A2EI075XZT9Y2S,Certain-Same,44970.0,"People can be very sentimental, I think.",gradient,contradiction,0.98,15453.0,i mean that's what you your going to have to expect that to happen people are just totally unfeeling like uh,contradiction,False
390,375.0,A2EI075XZT9Y2S,Uncertain-Flip,44975.0,People can be really sympathetic to animals I think.,gradient,neutral,0.98,15453.0,i mean that's what you your going to have to expect that to happen people are just totally unfeeling like uh,contradiction,True
354,342.0,A2EI075XZT9Y2S,Uncertain-Flip,45790.0,"Alterman wants a marriage penalty of $1,002 a year for two earners making $23,350.",gradient,contradiction,0.99,15720.0,"For two earners each making $23,350, Alterman is serendipitously close to the mark when he asserts a marriage penalty of $1,001 a year.",entailment,True
354,342.0,A2EI075XZT9Y2S,Uncertain-Same,45793.0,"Alterman wants a marriage penalty of $1000 a year for two earners making $23,350.",gradient,entailment,0.99,15720.0,"For two earners each making $23,350, Alterman is serendipitously close to the mark when he asserts a marriage penalty of $1,001 a year.",entailment,False
354,342.0,A2EI075XZT9Y2S,Certain-Flip,45794.0,"Alterman wants a marriage penalty of $1,001 a year for three earners making $23,350.",gradient,contradiction,0.99,15720.0,"For two earners each making $23,350, Alterman is serendipitously close to the mark when he asserts a marriage penalty of $1,001 a year.",contradiction,False
354,342.0,A2EI075XZT9Y2S,Uncertain-Same,45801.0,"Alterman wants a marriage penalty of $═ for two earners making $23,350.",gradient,entailment,0.99,15720.0,"For two earners each making $23,350, Alterman is serendipitously close to the mark when he asserts a marriage penalty of $1,001 a year.",neutral,True
183,1278.0,A30HUZHJBOX1LK,Certain-Flip,8724.0,We doubt that the number is the true amount of the total.,data-slices,entailment,1.0,15798.0,"However, we believe that the number is a small proportion of the total.",entailment,False
183,1278.0,A30HUZHJBOX1LK,Uncertain-Same,8725.0,There is no way that the number is the true amount of the total.,data-slices,contradiction,1.0,15798.0,"However, we believe that the number is a small proportion of the total.",contradiction,False
183,1278.0,A30HUZHJBOX1LK,Certain-Flip,8727.0,There is no way to know if the number is the true amount of the total.,data-slices,neutral,1.0,15798.0,"However, we believe that the number is a small proportion of the total.",neutral,False
204,1239.0,A30HUZHJBOX1LK,Uncertain-Same,9091.0,"He is the picture of self-deprecation and self-deprecation, just like William Weld.",data-slices,contradiction,1.0,16317.0,He can indulge in the self-serving grandstanding and self-effacing silliness that only William Weld could possibly pull off.,contradiction,False
204,1239.0,A30HUZHJBOX1LK,Certain-Same,9092.0,He is the picture of self-deprecation just like William Weld.,data-slices,contradiction,1.0,16317.0,He can indulge in the self-serving grandstanding and self-effacing silliness that only William Weld could possibly pull off.,contradiction,False
216,1119.0,A30HUZHJBOX1LK,Certain-Same,9419.0,The speaker did not care about their situation at all.,data-slices,contradiction,0.99,17012.0,"It worries me that before I thought too hard about it, I was having a pretty good time.",contradiction,False
